time,state,rep,dem,total,percent reported,rep.pct,rep.diff,dem.diff,total.diff,state_cumulative
11/3/2020 6:56,alabama,0,0,0,0%,NA,0,0,0,0
11/4/2020 1:42,alabama,4273,4892,9234,1%,0.462746372,4273,4892,9234,0.003997576
11/4/2020 2:04,alabama,30370,30685,61798,2%,0.491439852,26097,25793,52564,0.026753539
11/4/2020 2:10,alabama,48478,46894,96685,3%,0.501401458,18108,16209,34887,0.04185679
11/4/2020 2:16,alabama,62104,51734,115261,5%,0.538811914,13626,4840,18576,0.049898697
11/4/2020 2:35,alabama,191168,121297,316226,14%,0.604529672,129064,69563,200965,0.136900299
11/4/2020 2:35,alabama,199667,147595,351230,15%,0.568479344,8499,26298,35004,0.152054201
11/4/2020 2:52,alabama,286259,188509,480531,22%,0.595713908,86592,40914,129301,0.208031084
11/4/2020 3:09,alabama,405587,247897,661443,30%,0.613185112,119328,59388,180912,0.286351357
11/4/2020 3:09,alabama,436156,298477,743828,32%,0.586366741,30569,50580,82385,0.322017403
11/4/2020 3:20,alabama,552253,342176,905303,40%,0.610020071,116097,43699,161475,0.391923027
11/4/2020 3:21,alabama,568954,346123,926122,42%,0.614340227,16701,3947,20819,0.400935971
11/4/2020 3:30,alabama,656124,384831,1053693,47%,0.622689911,87170,38708,127571,0.456163903
11/4/2020 3:34,alabama,701225,404037,1118645,50%,0.626852129,45101,19206,64952,0.484282869
11/4/2020 3:48,alabama,800854,474650,1291940,59%,0.619884824,99629,70613,173295,0.559305598
11/4/2020 4:04,alabama,1035886,552112,1608907,70%,0.643844548,235032,77462,316967,0.696526689
11/4/2020 4:15,alabama,1059358,560782,1641573,71%,0.645331033,23472,8670,32666,0.710668427
11/4/2020 4:17,alabama,1077357,563505,1662540,73%,0.648018694,17999,2723,20967,0.719745444
11/4/2020 4:18,alabama,1079256,564332,1665303,73%,0.648083862,1899,827,2763,0.720941599
11/4/2020 4:27,alabama,1082148,565069,1669292,73%,0.648267649,2892,737,3989,0.722668514
11/4/2020 4:33,alabama,1109798,581381,1713773,74%,0.647575846,27650,16312,44481,0.741925192
11/4/2020 4:47,alabama,1167531,609692,1801704,76%,0.648014879,57733,28311,87931,0.779992207
11/4/2020 5:06,alabama,1255056,679995,1962099,81%,0.639649681,87525,70303,160395,0.849430278
11/4/2020 5:40,alabama,1275772,693898,1997169,82%,0.638790208,20716,13903,35070,0.864612754
11/4/2020 5:52,alabama,1280203,694301,2002041,83%,0.639448942,4431,403,4872,0.866721936
11/4/2020 6:39,alabama,1360606,755559,2145118,91%,0.634280259,80403,61258,143077,0.928662713
11/4/2020 8:02,alabama,1409055,790711,2230255,92%,0.631790984,48449,35152,85137,0.965520152
11/4/2020 12:51,alabama,1417679,830869,2279481,98%,0.621930606,8624,40158,49226,0.986831032
11/4/2020 15:46,alabama,1428797,833763,2294523,98%,0.622698923,11118,2894,15042,0.993343002
11/4/2020 16:45,alabama,1430540,834968,2297624,98%,0.622617104,1743,1205,3101,0.994685484
11/6/2020 17:40,alabama,1434159,843473,2309900,98%,0.62087493,3619,8505,12276,1
11/3/2020 6:56,alaska,0,0,0,0%,NA,0,0,0,0
11/4/2020 7:47,alaska,68831,39996,113744,46%,0.605139612,68831,39996,113744,0.858607284
11/4/2020 8:57,alaska,80999,45758,132475,46%,0.611428571,12168,5762,18731,1
11/3/2020 6:56,arizona,0,0,0,0%,NA,0,0,0,0
11/4/2020 3:08,arizona,979292,1226588,2234553,65%,0.438249619,979292,1226588,2234553,0.678097911
11/4/2020 3:18,arizona,1049437,1266102,2346888,51%,0.447161092,70145,39514,112335,0.712187114
11/4/2020 3:31,arizona,1077737,1286532,2396411,54%,0.449729616,28300,20430,49523,0.727215373
11/4/2020 3:34,arizona,1078103,1286749,2397005,54%,0.44977086,366,217,594,0.727395629
11/4/2020 3:37,arizona,1078330,1286777,2397263,54%,0.449817146,227,28,258,0.727473921
11/4/2020 4:03,arizona,1080456,1288281,2400954,55%,0.450011121,2126,1504,3691,0.728593993
11/4/2020 4:07,arizona,1083085,1289172,2404551,59%,0.450431286,2629,891,3597,0.729685539
11/4/2020 4:26,arizona,1087375,1290391,2410178,60%,0.451159624,4290,1219,5627,0.73139311
11/4/2020 4:39,arizona,1090037,1297831,2420394,61%,0.45035519,2662,7440,10216,0.734493259
11/4/2020 6:01,arizona,1146792,1322275,2502286,78%,0.458297733,56755,24444,81892,0.759344222
11/4/2020 6:07,arizona,1168326,1331709,2533873,79%,0.461083093,21534,9434,31587,0.76892962
11/4/2020 6:43,arizona,1180511,1336277,2550854,80%,0.462790501,12185,4568,16981,0.774082678
11/4/2020 7:39,arizona,1236546,1367211,2639559,83%,0.468466892,56035,30934,88705,0.801001115
11/4/2020 10:08,arizona,1317468,1410977,2766463,98%,0.47622831,80922,43766,126904,0.839511429
11/4/2020 14:22,arizona,1317568,1411086,2766673,86%,0.476228307,100,109,210,0.839575156
11/4/2020 14:56,arizona,1317568,1411086,2766739,86%,0.476216947,0,0,66,0.839595184
11/4/2020 15:46,arizona,1318219,1411235,2767524,86%,0.476317098,651,149,785,0.8398334
11/4/2020 19:57,arizona,1321074,1413891,2773138,86%,0.476382351,2855,2656,5614,0.841537026
11/4/2020 21:39,arizona,1365040,1444213,2848675,86%,0.479184182,43966,30322,75537,0.864459499
11/5/2020 7:43,arizona,1400951,1469341,2910677,91%,0.481314485,35911,25128,62002,0.883274639
11/5/2020 14:15,arizona,1401807,1470382,2912613,86%,0.481288451,856,1041,1936,0.883862138
11/5/2020 14:49,arizona,1402286,1470525,2913245,86%,0.481348462,479,143,632,0.884053925
11/5/2020 14:58,arizona,1402431,1470560,2913429,86%,0.481367832,145,35,184,0.884109762
11/5/2020 16:00,arizona,1403118,1471024,2914614,86%,0.48140783,687,464,1185,0.884469362
11/5/2020 18:02,arizona,1405078,1473176,2918839,86%,0.481382495,1960,2152,4225,0.885751481
11/5/2020 18:16,arizona,1410501,1475680,2926841,86%,0.481919243,5423,2504,8002,0.88817977
11/5/2020 19:24,arizona,1415224,1476693,2932674,86%,0.482571196,4723,1013,5833,0.889949853
11/5/2020 19:38,arizona,1416116,1477396,2934297,86%,0.48260827,892,703,1623,0.890442369
11/5/2020 19:52,arizona,1419767,1478720,2939466,86%,0.483001674,3651,1324,5169,0.892010955
11/5/2020 20:06,arizona,1437716,1494263,2973800,87%,0.483460892,17949,15543,34334,0.902429958
11/5/2020 20:19,arizona,1438298,1496142,2976285,88%,0.48325278,582,1879,2485,0.903184056
11/5/2020 20:33,arizona,1439786,1496619,2978242,88%,0.483434859,1488,477,1957,0.903777928
11/5/2020 21:14,arizona,1482062,1528319,3053556,90%,0.48535609,42276,31700,75314,0.92663273
11/5/2020 22:49,arizona,1482442,1529109,3054736,90%,0.485293001,380,790,1180,0.926990813
11/6/2020 0:37,arizona,1485010,1532062,3060449,90%,0.485226187,2568,2953,5713,0.928724481
11/6/2020 11:13,arizona,1517368,1561147,3123624,92%,0.485771655,32358,29085,63175,0.947895579
11/6/2020 14:32,arizona,1520539,1561841,3127581,93%,0.486170942,3171,694,3957,0.949096371
11/6/2020 14:59,arizona,1521246,1562200,3128667,93%,0.48622816,707,359,1086,0.949425929
11/6/2020 15:39,arizona,1525114,1564883,3135333,94%,0.486428076,3868,2683,6666,0.951448795
11/6/2020 17:27,arizona,1525800,1565200,3136364,94%,0.4864869,686,317,1031,0.951761662
11/6/2020 18:08,arizona,1528137,1567561,3141210,94%,0.486480369,2337,2361,4846,0.953232231
11/6/2020 18:21,arizona,1531911,1570981,3150295,94%,0.486275412,3774,3420,9085,0.955989166
11/6/2020 18:49,arizona,1533268,1571723,3152467,94%,0.486370833,1357,742,2172,0.956648282
11/7/2020 0:28,arizona,1535511,1572346,3155443,98%,0.486622956,2243,623,2976,0.95755138
11/7/2020 2:11,arizona,1574206,1604067,3235450,98%,0.486549321,38695,31721,80007,0.98183032
11/7/2020 11:00,arizona,1579378,1607430,3244195,97%,0.486832018,5172,3363,8745,0.98448408
11/7/2020 11:14,arizona,1606370,1626943,3284602,97%,0.489060775,26992,19513,40407,0.996745996
11/7/2020 15:15,arizona,1606546,1627060,3284905,97%,0.489069242,176,117,303,0.996837945
11/7/2020 16:35,arizona,1606714,1627902,3285927,97%,0.488968258,168,842,1022,0.997148081
11/7/2020 20:09,arizona,1611414,1630127,3293046,97%,0.489338442,4700,2225,7119,0.999308414
11/7/2020 22:22,arizona,1612585,1631195,3295325,97%,0.489355375,1171,1068,2279,1
11/3/2020 6:56,arkansas,0,0,0,0%,NA,0,0,0,0
11/4/2020 1:37,arkansas,9663,3092,13130,1%,0.73594821,9663,3092,13130,0.010763954
11/4/2020 2:01,arkansas,126256,54333,185120,11%,0.682022472,116593,51241,171990,0.151761091
11/4/2020 2:10,arkansas,190409,138242,336739,13%,0.565449799,64153,83909,151619,0.276058114
11/4/2020 2:16,arkansas,274426,185257,471312,23%,0.582259735,84017,47015,134573,0.386380852
11/4/2020 2:34,arkansas,294268,194373,501150,25%,0.587185473,19842,9116,29838,0.410841999
11/4/2020 2:52,arkansas,316462,201061,531069,29%,0.595896202,22194,6688,29919,0.435369549
11/4/2020 3:07,arkansas,333628,205342,553227,33%,0.603058058,17166,4281,22158,0.453534643
11/4/2020 3:18,arkansas,386490,221845,624285,39%,0.619092242,52862,16503,71058,0.511787882
11/4/2020 3:20,arkansas,409298,231823,657541,39%,0.622467648,22808,9978,33256,0.5390511
11/4/2020 3:30,arkansas,439343,242015,699410,48%,0.628162308,30045,10192,41869,0.573375241
11/4/2020 3:33,arkansas,443948,245428,707768,49%,0.627250738,4605,3413,8358,0.580227117
11/4/2020 3:48,arkansas,508665,271830,801876,56%,0.634343714,64717,26402,94108,0.657376711
11/4/2020 4:04,arkansas,532923,279249,834581,61%,0.638551561,24258,7419,32705,0.684188219
11/4/2020 4:16,arkansas,600545,300885,926583,68%,0.648128662,67622,21636,92002,0.759611317
11/4/2020 4:18,arkansas,605284,301271,931801,68%,0.649585051,4739,386,5218,0.763889026
11/4/2020 4:26,arkansas,616071,306742,948688,70%,0.649392635,10787,5471,16887,0.777732962
11/4/2020 4:36,arkansas,627144,322587,976367,76%,0.642324044,11073,15845,27679,0.800424164
11/4/2020 4:48,arkansas,633275,333536,994022,76%,0.637083485,6131,10949,17655,0.814897706
11/4/2020 4:57,arkansas,637844,334616,999879,77%,0.637921188,4569,1080,5857,0.819699265
11/4/2020 5:14,arkansas,665681,356173,1050915,80%,0.633429916,27837,21557,51036,0.861538499
11/4/2020 5:21,arkansas,693170,364030,1087494,83%,0.637401218,27489,7857,36579,0.891525907
11/4/2020 5:31,arkansas,740399,407357,1180961,89%,0.62694619,47229,43327,93467,0.96815001
11/4/2020 5:41,arkansas,741925,408794,1184070,90%,0.6265888,1526,1437,3109,0.970698763
11/4/2020 5:48,arkansas,742339,409288,1185056,90%,0.626416811,414,494,986,0.971507085
11/4/2020 6:37,arkansas,749610,413833,1197356,90%,0.626054407,7271,4545,12300,0.981590606
11/4/2020 7:05,arkansas,749801,414323,1198055,90%,0.625848563,191,490,699,0.982163645
11/4/2020 10:08,arkansas,749810,414335,1198076,94%,0.625845105,9,12,21,0.982180861
11/4/2020 12:51,arkansas,749828,414340,1198100,94%,0.625847592,18,5,24,0.982200536
11/4/2020 14:22,arkansas,756626,416443,1207223,95%,0.626749159,6798,2103,9123,0.989679557
11/4/2020 15:46,arkansas,756788,416539,1207484,95%,0.626747849,162,96,261,0.989893525
11/4/2020 17:49,arkansas,759980,417248,1211482,98%,0.627314314,3192,709,3998,0.993171079
11/4/2020 18:57,arkansas,760578,418454,1213314,98%,0.626859988,598,1206,1832,0.99467295
11/5/2020 11:04,arkansas,760667,418505,1213460,98%,0.62685791,89,51,146,0.99479264
11/5/2020 11:39,arkansas,760668,418505,1213461,98%,0.626858218,1,0,1,0.99479346
11/5/2020 16:27,arkansas,760793,418604,1213693,98%,0.626841384,125,99,232,0.994983653
11/5/2020 16:54,arkansas,764246,420984,1219812,98%,0.626527694,3453,2380,6119,1
11/3/2020 6:56,california,0,0,0,0%,NA,0,0,0,0
11/4/2020 4:16,california,184377,447167,642538,5%,0.286951122,184377,447167,642538,0.051113017
11/4/2020 4:17,california,486150,901062,1412427,10%,0.34419478,301773,453895,769889,0.112356631
11/4/2020 4:18,california,486150,901062,1412430,10%,0.344194049,0,0,3,0.112356869
11/4/2020 4:27,california,2064655,5171728,7365786,40%,0.280303419,1578505,4270666,5953356,0.585938173
11/4/2020 4:29,california,2064655,5171728,7365836,40%,0.280301516,0,0,50,0.58594215
11/4/2020 4:37,california,2237993,5553809,7932880,44%,0.282116079,173338,382081,567044,0.631049723
11/4/2020 4:54,california,2890119,6629708,9691456,53%,0.298213086,652126,1075899,1758576,0.770942032
11/4/2020 4:57,california,2901859,6709143,9783862,53%,0.296596477,11740,79435,92406,0.778292802
11/4/2020 5:09,california,2913313,6721591,9808310,53%,0.297024972,11454,12448,24448,0.780237607
11/4/2020 5:25,california,2940828,6766249,9882317,54%,0.297584868,27515,44658,74007,0.786124762
11/4/2020 5:30,california,2960979,6782691,9919803,54%,0.298491714,20151,16442,37486,0.789106722
11/4/2020 5:31,california,2968879,6787489,9943479,54%,0.298575478,7900,4798,23676,0.790990116
11/4/2020 5:32,california,3028044,6854544,10072480,56%,0.300625467,59165,67055,129001,0.801251968
11/4/2020 5:38,california,3043126,6875731,10109691,56%,0.301010783,15082,21187,37211,0.804212052
11/4/2020 5:58,california,3060554,6903337,10155734,57%,0.301362166,17428,27606,46043,0.80787471
11/4/2020 6:11,california,3124605,6956548,10275458,57%,0.304084256,64051,53211,119724,0.81739859
11/4/2020 6:45,california,3417272,7313961,10927778,66%,0.312714259,292667,357413,652320,0.869289751
11/4/2020 8:17,california,3695733,7552669,11469700,70%,0.322217059,278461,238708,541922,0.912398903
11/4/2020 9:19,california,3806092,7657758,11680531,71%,0.325849227,110359,105089,210831,0.92917022
11/4/2020 10:08,california,3899683,7729112,11850347,73%,0.329077537,93591,71354,169816,0.942678849
11/4/2020 10:31,california,3899976,7729331,11850874,73%,0.329087627,293,219,527,0.942720772
11/4/2020 12:52,california,3902070,7733224,11857005,73%,0.329094067,2094,3893,6131,0.943208484
11/4/2020 14:22,california,3903565,7734657,11860013,73%,0.329136654,1495,1433,3008,0.943447766
11/4/2020 18:58,california,3903580,7734672,11860046,73%,0.329137003,15,15,33,0.943450392
11/4/2020 19:57,california,3962394,7876014,12064359,74%,0.328438005,58814,141342,204313,0.95970321
11/4/2020 20:48,california,3969396,7882128,12077768,74%,0.328653109,7002,6114,13409,0.960769878
11/5/2020 20:33,california,4121119,8141851,12499561,77%,0.329701099,151723,259723,421793,0.994322933
11/5/2020 21:00,california,4152425,8180018,12570927,77%,0.330319713,31306,38167,71366,1
11/3/2020 6:56,colorado,0,0,0,0%,NA,0,0,0,0
11/4/2020 2:09,colorado,98659,261173,366048,9%,0.269524762,98659,261173,366048,0.115358761
11/4/2020 2:11,colorado,100894,264403,371654,10%,0.271472929,2235,3230,5606,0.117125473
11/4/2020 2:12,colorado,144463,312160,465025,14%,0.310656416,43569,47757,93371,0.14655102
11/4/2020 2:34,colorado,747492,1053212,1842843,51%,0.405618927,603029,741052,1377818,0.580765598
11/4/2020 2:35,colorado,836902,1180356,2065128,59%,0.405254299,89410,127144,222285,0.650817947
11/4/2020 2:52,colorado,956105,1359556,2369034,69%,0.40358433,119203,179200,303906,0.746592872
11/4/2020 3:08,colorado,1043089,1481324,2583397,78%,0.403766436,86984,121768,214363,0.81414863
11/4/2020 3:18,colorado,1048639,1484388,2592492,78%,0.404490737,5550,3064,9095,0.817014888
11/4/2020 3:29,colorado,1056624,1487945,2604504,78%,0.405691064,7985,3557,12012,0.820800428
11/4/2020 3:46,colorado,1118446,1535497,2716506,82%,0.411722264,61822,47552,112002,0.856097471
11/4/2020 4:04,colorado,1120845,1538137,2721765,82%,0.411808147,2399,2640,5259,0.857754827
11/4/2020 4:14,colorado,1145976,1576430,2787572,84%,0.411101848,25131,38293,65807,0.878493675
11/4/2020 4:26,colorado,1151892,1579127,2796550,85%,0.411897517,5916,2697,8978,0.881323061
11/4/2020 4:31,colorado,1151957,1579168,2796669,85%,0.411903232,65,41,119,0.881360563
11/4/2020 4:49,colorado,1157690,1582328,2805923,85%,0.412587943,5733,3160,9254,0.884276929
11/4/2020 5:11,colorado,1166552,1592142,2825473,85%,0.412869633,8862,9814,19550,0.890438044
11/4/2020 5:16,colorado,1168542,1592680,2828128,86%,0.413185683,1990,538,2655,0.891274758
11/4/2020 5:18,colorado,1169263,1593541,2829798,86%,0.413196631,721,861,1670,0.891801053
11/4/2020 5:30,colorado,1171279,1594188,2832591,86%,0.413500925,2016,647,2793,0.892681257
11/4/2020 5:37,colorado,1173285,1595130,2835705,86%,0.413754252,2006,942,3114,0.893662624
11/4/2020 6:00,colorado,1179311,1597539,2844486,86%,0.414595466,6026,2409,8781,0.896429925
11/4/2020 6:08,colorado,1190588,1602258,2861382,87%,0.41608845,11277,4719,16896,0.901754641
11/4/2020 6:43,colorado,1196664,1609996,2875830,87%,0.416110827,6076,7738,14448,0.906307879
11/4/2020 8:34,colorado,1216753,1627918,2915895,88%,0.417282858,20089,17922,40065,0.918934225
11/4/2020 10:08,colorado,1220661,1631018,2923315,89%,0.417560543,3908,3100,7420,0.921272612
11/4/2020 14:23,colorado,1224304,1634546,2930894,89%,0.417723739,3643,3528,7579,0.923661108
11/4/2020 15:46,colorado,1236113,1641705,2951057,90%,0.418871272,11809,7159,20163,0.930015408
11/4/2020 16:46,colorado,1239099,1645240,2957978,90%,0.418900681,2986,3535,6921,0.932196537
11/4/2020 17:21,colorado,1251247,1650922,2976696,91%,0.420347593,12148,5682,18718,0.93809545
11/4/2020 18:58,colorado,1253070,1651590,2979303,91%,0.420591662,1823,668,2607,0.938917037
11/4/2020 19:57,colorado,1259346,1666712,3001489,92%,0.419573752,6276,15122,22186,0.945908878
11/4/2020 20:49,colorado,1267950,1676493,3021256,92%,0.419676452,8604,9781,19767,0.95213838
11/4/2020 21:39,colorado,1277366,1685520,3040482,92%,0.420119573,9416,9027,19226,0.958197387
11/5/2020 3:35,colorado,1281811,1690715,3050649,92%,0.420176494,4445,5195,10167,0.961401482
11/5/2020 4:54,colorado,1285082,1692231,3055607,93%,0.42056521,3271,1516,4958,0.962963978
11/5/2020 11:39,colorado,1305460,1703621,3089746,93%,0.422513695,20378,11390,34139,0.973722766
11/5/2020 16:00,colorado,1305500,1703674,3089843,93%,0.422513377,40,53,97,0.973753335
11/5/2020 18:30,colorado,1306676,1705388,3092877,93%,0.422479135,1176,1714,3034,0.97470949
11/5/2020 19:11,colorado,1315789,1723180,3120846,94%,0.421612922,9113,17792,27969,0.983523824
11/5/2020 19:25,colorado,1316021,1723455,3121389,94%,0.421613903,232,275,543,0.983694948
11/6/2020 10:20,colorado,1320831,1732556,3135852,94%,0.421203233,4810,9101,14463,0.988252913
11/6/2020 14:05,colorado,1329989,1738985,3152462,95%,0.421888987,9158,6429,16610,0.993487497
11/6/2020 18:22,colorado,1330657,1739634,3153850,95%,0.42191512,668,649,1388,0.99392492
11/6/2020 18:35,colorado,1335253,1753416,3173127,95%,0.420800365,4596,13782,19277,1
11/3/2020 6:56,connecticut,0,0,0,0%,NA,0,0,0,0
11/4/2020 1:06,connecticut,3145,4379,7835,1%,0.401403957,3145,4379,7835,0.004385535
11/4/2020 1:37,connecticut,12122,26273,39132,1%,0.309772054,8977,21894,31297,0.021903608
11/4/2020 2:02,connecticut,25786,46924,74104,2%,0.34797042,13664,20651,34972,0.041478712
11/4/2020 2:10,connecticut,29772,53433,84755,2%,0.351271311,3986,6509,10651,0.047440465
11/4/2020 2:35,connecticut,39420,65290,106625,3%,0.369706917,9648,11857,21870,0.059681902
11/4/2020 2:49,connecticut,83396,133807,220742,10%,0.377798516,43976,68517,114117,0.123557349
11/4/2020 3:06,connecticut,136803,196151,338194,17%,0.404510429,53407,62344,117452,0.189299518
11/4/2020 3:20,connecticut,172291,238581,417223,22%,0.412947033,35488,42430,79029,0.233534932
11/4/2020 3:30,connecticut,179242,245558,431356,23%,0.415531487,6951,6977,14133,0.241445687
11/4/2020 3:32,connecticut,189376,257620,453973,24%,0.417152562,10134,12062,22617,0.254105247
11/4/2020 3:42,connecticut,249009,321237,579365,30%,0.429796415,59633,63617,125392,0.324291723
11/4/2020 4:01,connecticut,326483,431796,770145,40%,0.423924066,77474,110559,190780,0.431078248
11/4/2020 4:16,connecticut,368875,501889,884393,44%,0.417093984,42392,70093,114248,0.495027021
11/4/2020 4:17,connecticut,373993,505158,892904,45%,0.418850179,5118,3269,8511,0.499790938
11/4/2020 4:28,connecticut,406212,540527,961673,48%,0.422401378,32219,35369,68769,0.538283456
11/4/2020 4:37,connecticut,426300,567641,1009717,51%,0.422197507,20088,27114,48044,0.565175435
11/4/2020 4:51,connecticut,468637,645265,1131779,56%,0.414071122,42337,77624,122062,0.633497989
11/4/2020 4:57,connecticut,490367,671692,1180661,59%,0.415332598,21730,26427,48882,0.660859028
11/4/2020 5:16,connecticut,551127,765063,1337495,66%,0.412059111,60760,93371,156834,0.748644738
11/4/2020 5:27,connecticut,558452,779059,1359288,67%,0.410841558,7325,13996,21793,0.760843075
11/4/2020 5:41,connecticut,559786,779836,1361450,67%,0.411168974,1334,777,2162,0.762053225
11/4/2020 5:59,connecticut,589883,822258,1434987,70%,0.411072017,30097,42422,73537,0.803214567
11/4/2020 6:06,connecticut,596867,857986,1478089,73%,0.403809919,6984,35728,43102,0.827340328
11/4/2020 6:41,connecticut,618177,915557,1557918,78%,0.396796879,21310,57571,79829,0.872023531
11/4/2020 8:01,connecticut,633495,927604,1585713,78%,0.399501675,15318,12047,27795,0.887581407
11/4/2020 10:08,connecticut,636007,930005,1590733,86%,0.399820083,2512,2401,5020,0.890391284
11/4/2020 10:39,connecticut,636928,930578,1592269,86%,0.400012812,921,573,1536,0.891251039
11/4/2020 11:04,connecticut,636941,930582,1592286,86%,0.400016706,13,4,17,0.891260555
11/4/2020 12:52,connecticut,663388,965757,1654887,89%,0.400866041,26447,35175,62601,0.926300618
11/4/2020 13:20,connecticut,663388,965759,1654889,89%,0.400865557,0,2,2,0.926301737
11/4/2020 13:33,connecticut,670881,973763,1670623,90%,0.40157534,7493,8004,15734,0.935108631
11/4/2020 14:23,connecticut,670920,973811,1670712,90%,0.401577292,39,48,89,0.935158447
11/4/2020 14:38,connecticut,671016,973993,1670998,90%,0.40156601,96,182,286,0.935318532
11/4/2020 14:56,connecticut,671172,974361,1671548,90%,0.401527207,156,368,550,0.935626387
11/4/2020 15:47,connecticut,671596,975757,1673397,90%,0.401336921,424,1396,1849,0.93666134
11/4/2020 15:58,connecticut,671846,976310,1674221,90%,0.401288719,250,553,824,0.937122563
11/4/2020 16:46,connecticut,671873,976339,1674280,91%,0.401290704,27,29,59,0.937155587
11/4/2020 17:21,connecticut,672587,978256,1676982,91%,0.401069898,714,1917,2702,0.938667995
11/4/2020 17:50,connecticut,672841,978565,1677571,91%,0.401080491,254,309,589,0.93899768
11/4/2020 18:58,connecticut,673058,978935,1678182,91%,0.40106377,217,370,611,0.939339679
11/4/2020 19:57,connecticut,673551,980462,1680255,91%,0.400862369,493,1527,2073,0.940500013
11/4/2020 20:49,connecticut,673726,981054,1681121,91%,0.400759969,175,592,866,0.940984744
11/4/2020 21:39,connecticut,675532,988523,1690561,91%,0.399590432,1806,7469,9440,0.946268657
11/5/2020 2:46,connecticut,676591,995747,1698915,88%,0.398248882,1059,7224,8354,0.950944695
11/5/2020 9:30,connecticut,676930,996442,1699979,92%,0.398199037,339,695,1064,0.951540255
11/5/2020 9:57,connecticut,677083,997097,1700802,92%,0.39809631,153,655,823,0.952000918
11/5/2020 10:14,connecticut,677120,997208,1700950,92%,0.398083424,37,111,148,0.952083759
11/5/2020 10:22,connecticut,677200,997322,1701150,92%,0.398083649,80,114,200,0.952195706
11/5/2020 11:14,connecticut,677720,998048,1702422,92%,0.39809166,520,726,1272,0.952907691
11/5/2020 11:39,connecticut,677732,998056,1702443,92%,0.398093798,12,8,21,0.952919446
11/5/2020 11:48,connecticut,677742,998070,1702469,92%,0.398093592,10,14,26,0.952933999
11/5/2020 11:56,connecticut,678375,998812,1703879,92%,0.398135666,633,742,1410,0.953723227
11/5/2020 12:22,connecticut,678784,999354,1704852,92%,0.398148344,409,542,973,0.954267851
11/5/2020 12:31,connecticut,679169,999831,1705736,92%,0.398167712,385,477,884,0.954762658
11/5/2020 12:48,connecticut,679169,999831,1705739,92%,0.398167011,0,0,3,0.954764337
11/5/2020 12:57,connecticut,679376,1000462,1706601,92%,0.398087192,207,631,862,0.95524683
11/5/2020 13:25,connecticut,679415,1000517,1706700,92%,0.398086951,39,55,99,0.955302244
11/5/2020 13:50,connecticut,679415,1000517,1706702,92%,0.398086485,0,0,2,0.955303363
11/5/2020 14:41,connecticut,679752,1001422,1707966,92%,0.397989187,337,905,1264,0.95601087
11/5/2020 14:49,connecticut,680591,1003481,1710910,92%,0.397794741,839,2059,2944,0.957658734
11/5/2020 15:07,connecticut,680681,1003808,1711330,93%,0.397749703,90,327,420,0.957893824
11/5/2020 15:33,connecticut,683715,1006907,1717561,93%,0.398073198,3034,3099,6231,0.961381542
11/5/2020 16:00,connecticut,683892,1007449,1718288,93%,0.398007784,177,542,727,0.96178847
11/5/2020 16:14,connecticut,683909,1007511,1718370,93%,0.397998685,17,62,82,0.961834368
11/5/2020 16:41,connecticut,684248,1008177,1719388,93%,0.397960204,339,666,1018,0.96240418
11/5/2020 17:22,connecticut,684252,1008177,1719397,93%,0.397960448,4,0,9,0.962409218
11/5/2020 17:35,connecticut,684704,1008881,1720573,93%,0.397951148,452,704,1176,0.963067468
11/5/2020 17:49,connecticut,685391,1011804,1724244,93%,0.397502326,687,2923,3671,0.96512226
11/5/2020 18:02,connecticut,685623,1012209,1724904,93%,0.39748473,232,405,660,0.965491687
11/5/2020 19:39,connecticut,685628,1012230,1724932,93%,0.397481176,5,21,28,0.965507359
11/6/2020 9:40,connecticut,685932,1013928,1726961,93%,0.397190209,304,1698,2029,0.966643064
11/6/2020 9:53,connecticut,686022,1014147,1727279,93%,0.397169189,90,219,318,0.966821061
11/6/2020 11:00,connecticut,686022,1014149,1727281,93%,0.397168729,0,2,2,0.96682218
11/6/2020 11:13,connecticut,686022,1014149,1727282,93%,0.397168499,0,0,1,0.96682274
11/6/2020 11:37,connecticut,686037,1014192,1727342,93%,0.397163387,15,43,60,0.966856324
11/6/2020 11:51,connecticut,686075,1014244,1727438,93%,0.397163314,38,52,96,0.966910059
11/6/2020 12:04,connecticut,686075,1014244,1727449,93%,0.397160784,0,0,11,0.966916216
11/6/2020 12:18,connecticut,686075,1014244,1727466,93%,0.397156876,0,0,17,0.966925731
11/6/2020 13:39,connecticut,686075,1014244,1727469,93%,0.397156186,0,0,3,0.966927411
11/6/2020 13:52,connecticut,686508,1015605,1729567,93%,0.396924779,433,1361,2098,0.968101738
11/6/2020 14:19,connecticut,686508,1015606,1729568,93%,0.39692455,0,1,1,0.968102297
11/6/2020 15:13,connecticut,686121,1016129,1729722,93%,0.396665476,-387,523,154,0.968188497
11/6/2020 15:40,connecticut,686122,1016129,1729723,93%,0.396665825,1,0,1,0.968189057
11/6/2020 15:53,connecticut,687855,1027488,1742971,94%,0.39464512,1733,11359,13248,0.975604445
11/6/2020 16:20,connecticut,687911,1027632,1743168,94%,0.394632646,56,144,197,0.975714714
11/6/2020 17:00,connecticut,687911,1027632,1743172,94%,0.39463174,0,0,4,0.975716952
11/6/2020 17:27,connecticut,688488,1033067,1749228,95%,0.393595346,577,5435,6056,0.979106717
11/6/2020 17:41,connecticut,688489,1033069,1749231,95%,0.393595243,1,2,3,0.979108396
